month,t_sec,band_c,n,n_up_wins,p_up,avg_mid
2026-05,150,38,9,4,0.4444,0.39
2026-05,150,40,12,1,0.0833,0.41
2026-05,150,42,9,4,0.4444,0.4306
2026-05,150,44,7,4,0.5714,0.4507
2026-05,150,46,8,3,0.375,0.4688
2026-05,150,48,18,12,0.6667,0.4894
2026-05,150,50,12,5,0.4167,0.5108
2026-05,150,52,7,2,0.2857,0.5321
2026-05,150,54,12,5,0.4167,0.5517
2026-05,150,56,8,4,0.5,0.5687
2026-05,150,58,12,7,0.5833,0.5908
2026-05,150,60,11,8,0.7273,0.6095
2026-05,150,62,5,3,0.6,0.629
2026-05,150,64,9,6,0.6667,0.6528
2026-05,150,66,12,9,0.75,0.6717
2026-05,150,68,8,5,0.625,0.6888
2026-05,150,70,6,4,0.6667,0.71
2026-05,150,72,4,3,0.75,0.7275
2026-05,150,74,3,3,1.0,0.7483
2026-05,150,76,2,1,0.5,0.765
2026-05,150,78,3,3,1.0,0.785
2026-05,150,80,2,2,1.0,0.81
2026-05,150,82,3,3,1.0,0.8283
2026-05,150,84,2,2,1.0,0.85
2026-05,150,86,1,1,1.0,0.865
2026-05,150,90,1,1,1.0,0.915
2026-05,165,8,1,0,0.0,0.095
2026-05,165,10,1,0,0.0,0.115
2026-05,165,12,1,0,0.0,0.135
2026-05,165,14,2,1,0.5,0.15
2026-05,165,16,5,3,0.6,0.167
2026-05,165,18,3,1,0.3333,0.1917
2026-05,165,20,10,3,0.3,0.211
2026-05,165,22,6,2,0.3333,0.23
2026-05,165,24,5,0,0.0,0.253
2026-05,165,26,2,1,0.5,0.265
2026-05,165,28,3,1,0.3333,0.295
2026-05,165,30,8,3,0.375,0.3069
2026-05,165,32,4,3,0.75,0.33
2026-05,165,34,9,3,0.3333,0.35
2026-05,165,36,9,5,0.5556,0.3689
2026-05,165,38,6,1,0.1667,0.39
2026-05,165,40,11,0,0.0,0.4095
2026-05,165,42,4,3,0.75,0.4275
2026-05,165,44,14,7,0.5,0.45
2026-05,165,46,6,2,0.3333,0.4692
2026-05,165,48,10,6,0.6,0.491
2026-05,165,50,9,4,0.4444,0.5128
2026-05,165,52,15,8,0.5333,0.531
2026-05,165,54,16,8,0.5,0.5481
2026-05,165,56,9,5,0.5556,0.57
2026-05,165,58,12,6,0.5,0.5888
2026-05,165,60,8,4,0.5,0.6063
2026-05,165,62,3,2,0.6667,0.6233
2026-05,165,64,6,5,0.8333,0.65
2026-05,165,66,12,9,0.75,0.6692
2026-05,165,68,3,3,1.0,0.695
2026-05,165,70,8,5,0.625,0.7088
2026-05,165,72,7,5,0.7143,0.7279
2026-05,165,74,5,4,0.8,0.748
2026-05,165,76,3,2,0.6667,0.775
2026-05,165,78,2,2,1.0,0.795
2026-05,165,80,4,4,1.0,0.8075
2026-05,165,82,5,5,1.0,0.829
2026-05,165,84,1,1,1.0,0.855
2026-05,165,88,1,1,1.0,0.885
2026-05,165,90,1,1,1.0,0.905
2026-05,180,4,1,0,0.0,0.055
2026-05,180,8,1,0,0.0,0.085
2026-05,180,10,2,0,0.0,0.11
2026-05,180,12,3,1,0.3333,0.125
2026-05,180,14,4,2,0.5,0.1525
2026-05,180,16,4,2,0.5,0.1675
2026-05,180,18,6,3,0.5,0.19
2026-05,180,20,4,0,0.0,0.2125
2026-05,180,22,7,0,0.0,0.2286
2026-05,180,24,3,1,0.3333,0.2483
2026-05,180,26,7,1,0.1429,0.2707
2026-05,180,28,3,1,0.3333,0.295
2026-05,180,30,5,4,0.8,0.313
2026-05,180,32,6,1,0.1667,0.3317
2026-05,180,34,7,2,0.2857,0.3507
2026-05,180,36,6,2,0.3333,0.37
2026-05,180,38,9,3,0.3333,0.3894
2026-05,180,40,9,4,0.4444,0.4128
2026-05,180,42,2,0,0.0,0.43
2026-05,180,44,11,6,0.5455,0.4486
2026-05,180,46,8,2,0.25,0.47
2026-05,180,48,7,5,0.7143,0.4921
2026-05,180,50,15,9,0.6,0.5103
2026-05,180,52,15,7,0.4667,0.5293
2026-05,180,54,14,6,0.4286,0.5486
2026-05,180,56,5,0,0.0,0.571
2026-05,180,58,8,6,0.75,0.5894
2026-05,180,60,10,7,0.7,0.611
2026-05,180,62,11,8,0.7273,0.6264
2026-05,180,64,4,1,0.25,0.65
2026-05,180,66,6,5,0.8333,0.67
2026-05,180,68,8,6,0.75,0.6925
2026-05,180,70,5,3,0.6,0.707
2026-05,180,72,8,7,0.875,0.7287
2026-05,180,74,4,4,1.0,0.7475
2026-05,180,76,3,1,0.3333,0.7667
2026-05,180,78,4,4,1.0,0.7913
2026-05,180,80,3,3,1.0,0.8117
2026-05,180,82,5,5,1.0,0.833
2026-05,180,84,1,1,1.0,0.845
2026-05,180,86,4,4,1.0,0.87
2026-05,180,90,1,1,1.0,0.915
2026-05,180,94,1,1,1.0,0.955
2026-05,195,6,2,0,0.0,0.075
2026-05,195,8,1,0,0.0,0.095
2026-05,195,10,1,0,0.0,0.115
2026-05,195,12,2,0,0.0,0.125
2026-05,195,14,5,2,0.4,0.149
2026-05,195,16,6,2,0.3333,0.1683
2026-05,195,18,4,1,0.25,0.1925
2026-05,195,20,6,1,0.1667,0.2117
2026-05,195,22,5,3,0.6,0.229
2026-05,195,24,4,0,0.0,0.25
2026-05,195,26,5,1,0.2,0.272
2026-05,195,28,8,2,0.25,0.2888
2026-05,195,30,4,1,0.25,0.3075
2026-05,195,32,5,1,0.2,0.333
2026-05,195,34,3,0,0.0,0.355
2026-05,195,36,7,5,0.7143,0.3736
2026-05,195,38,11,5,0.4545,0.3877
2026-05,195,40,7,3,0.4286,0.4107
2026-05,195,42,5,4,0.8,0.428
2026-05,195,44,9,3,0.3333,0.4483
2026-05,195,46,7,4,0.5714,0.4707
2026-05,195,48,6,2,0.3333,0.4883
2026-05,195,50,13,4,0.3077,0.5112
2026-05,195,52,13,7,0.5385,0.5304
2026-05,195,54,12,5,0.4167,0.5483
2026-05,195,56,9,5,0.5556,0.5683
2026-05,195,58,10,6,0.6,0.5885
2026-05,195,60,6,5,0.8333,0.6117
2026-05,195,62,10,7,0.7,0.63
2026-05,195,64,8,5,0.625,0.6513
2026-05,195,66,9,8,0.8889,0.6694
2026-05,195,68,8,5,0.625,0.6894
2026-05,195,70,6,5,0.8333,0.7058
2026-05,195,72,7,4,0.5714,0.7293
2026-05,195,74,2,1,0.5,0.75
2026-05,195,76,3,2,0.6667,0.7717
2026-05,195,78,4,3,0.75,0.79
2026-05,195,80,4,4,1.0,0.815
2026-05,195,82,4,4,1.0,0.83
2026-05,195,84,2,2,1.0,0.855
2026-05,195,86,3,3,1.0,0.8717
2026-05,195,88,1,1,1.0,0.895
2026-05,195,90,1,1,1.0,0.915
2026-05,195,92,1,1,1.0,0.935
2026-05,195,96,1,1,1.0,0.965
2026-05,210,8,3,0,0.0,0.0917
2026-05,210,10,1,0,0.0,0.115
2026-05,210,12,5,2,0.4,0.129
2026-05,210,14,4,0,0.0,0.1525
2026-05,210,16,4,2,0.5,0.17
2026-05,210,18,9,1,0.1111,0.1883
2026-05,210,20,3,1,0.3333,0.2083
2026-05,210,22,3,1,0.3333,0.2317
2026-05,210,24,5,2,0.4,0.245
2026-05,210,26,6,1,0.1667,0.2717
2026-05,210,28,6,1,0.1667,0.285
2026-05,210,30,6,2,0.3333,0.3083
2026-05,210,32,6,2,0.3333,0.3283
2026-05,210,34,2,0,0.0,0.35
2026-05,210,36,6,2,0.3333,0.3717
2026-05,210,38,11,5,0.4545,0.3891
2026-05,210,40,5,2,0.4,0.409
2026-05,210,42,6,3,0.5,0.435
2026-05,210,44,9,6,0.6667,0.4483
2026-05,210,46,7,3,0.4286,0.4679
2026-05,210,48,7,4,0.5714,0.4893
2026-05,210,50,13,6,0.4615,0.5096
2026-05,210,52,10,3,0.3,0.529
2026-05,210,54,15,7,0.4667,0.551
2026-05,210,56,9,4,0.4444,0.5717
2026-05,210,58,3,2,0.6667,0.5917
2026-05,210,60,5,4,0.8,0.613
2026-05,210,62,13,6,0.4615,0.6277
2026-05,210,64,10,8,0.8,0.648
2026-05,210,66,11,10,0.9091,0.6695
2026-05,210,68,7,7,1.0,0.6907
2026-05,210,70,1,1,1.0,0.705
2026-05,210,72,5,3,0.6,0.731
2026-05,210,74,3,3,1.0,0.7483
2026-05,210,76,3,1,0.3333,0.765
2026-05,210,78,3,2,0.6667,0.7917
2026-05,210,80,6,4,0.6667,0.8058
2026-05,210,82,4,3,0.75,0.8287
2026-05,210,84,5,5,1.0,0.853
2026-05,210,86,3,3,1.0,0.865
2026-05,210,88,3,3,1.0,0.8917
2026-05,210,92,1,1,1.0,0.925
2026-05,210,94,3,3,1.0,0.9483
2026-05,225,6,3,0,0.0,0.0717
2026-05,225,10,3,1,0.3333,0.1117
2026-05,225,12,5,1,0.2,0.131
2026-05,225,14,2,0,0.0,0.15
2026-05,225,16,9,3,0.3333,0.1711
2026-05,225,18,6,0,0.0,0.1917
2026-05,225,20,7,0,0.0,0.2093
2026-05,225,22,4,3,0.75,0.2275
2026-05,225,24,3,2,0.6667,0.2517
2026-05,225,26,5,0,0.0,0.271
2026-05,225,28,4,1,0.25,0.29
2026-05,225,30,6,1,0.1667,0.3117
2026-05,225,32,3,1,0.3333,0.3283
2026-05,225,34,8,4,0.5,0.3487
2026-05,225,36,7,3,0.4286,0.3721
2026-05,225,38,6,3,0.5,0.3917
2026-05,225,40,9,3,0.3333,0.4117
2026-05,225,42,7,3,0.4286,0.4293
2026-05,225,44,12,7,0.5833,0.4508
2026-05,225,46,6,2,0.3333,0.4725
2026-05,225,48,5,3,0.6,0.489
2026-05,225,50,11,3,0.2727,0.5114
2026-05,225,52,7,5,0.7143,0.5336
2026-05,225,54,12,8,0.6667,0.5525
2026-05,225,56,10,3,0.3,0.569
2026-05,225,58,8,4,0.5,0.5875
2026-05,225,60,5,3,0.6,0.611
2026-05,225,62,6,4,0.6667,0.6267
2026-05,225,64,12,8,0.6667,0.6471
2026-05,225,66,8,7,0.875,0.6675
2026-05,225,68,9,8,0.8889,0.6894
2026-05,225,70,3,3,1.0,0.705
2026-05,225,72,5,2,0.4,0.734
2026-05,225,74,5,5,1.0,0.751
2026-05,225,76,1,0,0.0,0.775
2026-05,225,78,5,4,0.8,0.787
2026-05,225,80,3,2,0.6667,0.8117
2026-05,225,82,6,5,0.8333,0.8267
2026-05,225,84,6,6,1.0,0.8483
2026-05,225,86,2,2,1.0,0.87
2026-05,225,88,1,1,1.0,0.895
2026-05,225,90,1,1,1.0,0.905
2026-05,225,92,3,3,1.0,0.9317
2026-05,225,94,1,1,1.0,0.945
2026-05,240,4,1,0,0.0,0.045
2026-05,240,6,2,0,0.0,0.075
2026-05,240,8,1,0,0.0,0.085
2026-05,240,10,5,2,0.4,0.109
2026-05,240,12,4,0,0.0,0.125
2026-05,240,14,5,2,0.4,0.153
2026-05,240,16,3,0,0.0,0.1717
2026-05,240,18,6,0,0.0,0.1883
2026-05,240,20,6,1,0.1667,0.2083
2026-05,240,22,2,2,1.0,0.23
2026-05,240,24,9,2,0.2222,0.2494
2026-05,240,26,7,1,0.1429,0.2721
2026-05,240,28,3,0,0.0,0.2883
2026-05,240,30,7,3,0.4286,0.3107
2026-05,240,32,8,3,0.375,0.3313
2026-05,240,34,5,3,0.6,0.353
2026-05,240,36,6,2,0.3333,0.3683
2026-05,240,38,7,3,0.4286,0.3893
2026-05,240,40,6,3,0.5,0.405
2026-05,240,42,5,2,0.4,0.429
2026-05,240,44,3,1,0.3333,0.4483
2026-05,240,46,6,4,0.6667,0.4692
2026-05,240,48,5,1,0.2,0.491
2026-05,240,50,10,4,0.4,0.5065
2026-05,240,52,17,8,0.4706,0.5297
2026-05,240,54,14,12,0.8571,0.5514
2026-05,240,56,8,4,0.5,0.5687
2026-05,240,58,5,4,0.8,0.587
2026-05,240,60,8,4,0.5,0.6125
2026-05,240,62,10,4,0.4,0.6295
2026-05,240,64,6,5,0.8333,0.65
2026-05,240,66,5,4,0.8,0.669
2026-05,240,68,7,6,0.8571,0.6907
2026-05,240,70,7,6,0.8571,0.7093
2026-05,240,72,5,3,0.6,0.727
2026-05,240,74,7,4,0.5714,0.7507
2026-05,240,76,5,4,0.8,0.773
2026-05,240,78,2,2,1.0,0.79
2026-05,240,80,4,3,0.75,0.8125
2026-05,240,82,5,4,0.8,0.825
2026-05,240,84,1,1,1.0,0.845
2026-05,240,86,3,3,1.0,0.8717
2026-05,240,88,4,4,1.0,0.8925
2026-05,240,90,2,2,1.0,0.915
2026-05,240,92,3,3,1.0,0.9317
2026-05,255,4,2,0,0.0,0.05
2026-05,255,8,3,1,0.3333,0.095
2026-05,255,10,7,1,0.1429,0.1121
2026-05,255,12,2,0,0.0,0.13
2026-05,255,14,3,0,0.0,0.155
2026-05,255,16,5,0,0.0,0.171
2026-05,255,18,6,2,0.3333,0.1917
2026-05,255,20,3,1,0.3333,0.2117
2026-05,255,22,8,2,0.25,0.2275
2026-05,255,24,8,3,0.375,0.2488
2026-05,255,26,5,1,0.2,0.267
2026-05,255,28,6,1,0.1667,0.2875
2026-05,255,30,5,0,0.0,0.309
2026-05,255,32,9,5,0.5556,0.3289
2026-05,255,34,5,2,0.4,0.351
2026-05,255,36,5,2,0.4,0.373
2026-05,255,38,6,4,0.6667,0.3883
2026-05,255,40,7,3,0.4286,0.4093
2026-05,255,42,6,2,0.3333,0.4317
2026-05,255,44,5,3,0.6,0.447
2026-05,255,46,5,1,0.2,0.471
2026-05,255,48,3,1,0.3333,0.4933
2026-05,255,50,9,4,0.4444,0.5072
2026-05,255,52,13,7,0.5385,0.5312
2026-05,255,54,10,7,0.7,0.549
2026-05,255,56,6,3,0.5,0.5683
2026-05,255,58,11,6,0.5455,0.5877
2026-05,255,60,8,6,0.75,0.6113
2026-05,255,62,8,6,0.75,0.6313
2026-05,255,64,7,3,0.4286,0.6493
2026-05,255,66,7,6,0.8571,0.6693
2026-05,255,68,6,2,0.3333,0.69
2026-05,255,70,5,5,1.0,0.709
2026-05,255,72,6,4,0.6667,0.73
2026-05,255,74,6,6,1.0,0.7517
2026-05,255,76,6,4,0.6667,0.7683
2026-05,255,78,4,3,0.75,0.785
2026-05,255,80,2,2,1.0,0.805
2026-05,255,82,6,5,0.8333,0.8283
2026-05,255,84,2,2,1.0,0.85
2026-05,255,86,4,3,0.75,0.87
2026-05,255,88,3,3,1.0,0.89
2026-05,255,90,2,2,1.0,0.91
2026-05,255,92,4,4,1.0,0.9325
2026-05,255,94,1,1,1.0,0.955
2026-05,270,2,1,0,0.0,0.035
2026-05,270,4,1,0,0.0,0.045
2026-05,270,6,1,0,0.0,0.075
2026-05,270,8,5,2,0.4,0.09
2026-05,270,10,4,0,0.0,0.11
2026-05,270,12,2,0,0.0,0.13
2026-05,270,14,8,0,0.0,0.1488
2026-05,270,16,3,0,0.0,0.1683
2026-05,270,18,5,1,0.2,0.191
2026-05,270,20,8,3,0.375,0.2113
2026-05,270,22,3,0,0.0,0.2283
2026-05,270,24,4,0,0.0,0.2525
2026-05,270,26,5,2,0.4,0.265
2026-05,270,28,7,2,0.2857,0.2893
2026-05,270,30,4,2,0.5,0.3075
2026-05,270,32,8,4,0.5,0.3313
2026-05,270,34,8,4,0.5,0.3488
2026-05,270,36,6,2,0.3333,0.3667
2026-05,270,38,6,4,0.6667,0.3867
2026-05,270,40,5,3,0.6,0.405
2026-05,270,42,4,1,0.25,0.43
2026-05,270,44,6,1,0.1667,0.45
2026-05,270,46,7,3,0.4286,0.4736
2026-05,270,48,7,2,0.2857,0.4864
2026-05,270,50,11,7,0.6364,0.5114
2026-05,270,52,8,5,0.625,0.5313
2026-05,270,54,8,2,0.25,0.55
2026-05,270,56,5,2,0.4,0.569
2026-05,270,58,7,6,0.8571,0.5886
2026-05,270,60,4,2,0.5,0.6075
2026-05,270,62,9,5,0.5556,0.6306
2026-05,270,64,14,10,0.7143,0.6493
2026-05,270,66,6,3,0.5,0.6683
2026-05,270,68,6,6,1.0,0.6917
2026-05,270,70,7,3,0.4286,0.7093
2026-05,270,72,6,4,0.6667,0.7317
2026-05,270,74,3,3,1.0,0.7467
2026-05,270,76,5,5,1.0,0.771
2026-05,270,78,5,5,1.0,0.791
2026-05,270,80,6,5,0.8333,0.8117
2026-05,270,82,3,2,0.6667,0.8283
2026-05,270,84,2,1,0.5,0.845
2026-05,270,86,4,4,1.0,0.87
2026-05,270,88,6,6,1.0,0.8867
2026-05,270,90,3,3,1.0,0.9083
2026-05,270,92,2,2,1.0,0.93
2026-05,270,94,2,2,1.0,0.95
2026-05,285,2,1,0,0.0,0.035
2026-05,285,4,2,0,0.0,0.055
2026-05,285,6,2,0,0.0,0.075
2026-05,285,8,2,0,0.0,0.09
2026-05,285,10,7,1,0.1429,0.1107
2026-05,285,12,2,0,0.0,0.125
2026-05,285,14,5,0,0.0,0.151
2026-05,285,16,4,0,0.0,0.17
2026-05,285,18,3,0,0.0,0.195
2026-05,285,20,3,0,0.0,0.2117
2026-05,285,22,8,2,0.25,0.2281
2026-05,285,24,8,4,0.5,0.2512
2026-05,285,26,4,3,0.75,0.2688
2026-05,285,28,4,0,0.0,0.29
2026-05,285,30,5,2,0.4,0.313
2026-05,285,32,11,4,0.3636,0.3305
2026-05,285,34,6,1,0.1667,0.3517
2026-05,285,36,6,2,0.3333,0.37
2026-05,285,38,4,2,0.5,0.3925
2026-05,285,40,7,5,0.7143,0.4071
2026-05,285,42,8,3,0.375,0.4313
2026-05,285,44,9,5,0.5556,0.45
2026-05,285,46,4,1,0.25,0.4725
2026-05,285,48,6,3,0.5,0.4917
2026-05,285,50,8,5,0.625,0.5075
2026-05,285,52,8,4,0.5,0.53
2026-05,285,54,6,1,0.1667,0.5483
2026-05,285,56,8,3,0.375,0.5712
2026-05,285,58,4,3,0.75,0.59
2026-05,285,60,4,2,0.5,0.6075
2026-05,285,62,8,6,0.75,0.6281
2026-05,285,64,7,6,0.8571,0.6507
2026-05,285,66,9,5,0.5556,0.6678
2026-05,285,68,5,4,0.8,0.689
2026-05,285,70,11,8,0.7273,0.7095
2026-05,285,72,5,3,0.6,0.729
2026-05,285,74,3,3,1.0,0.7483
2026-05,285,76,9,7,0.7778,0.7706
2026-05,285,78,7,7,1.0,0.7936
2026-05,285,80,4,3,0.75,0.8075
2026-05,285,82,4,3,0.75,0.835
2026-05,285,84,1,0,0.0,0.845
2026-05,285,86,4,4,1.0,0.8725
2026-05,285,88,5,5,1.0,0.893
2026-05,285,90,5,5,1.0,0.907
2026-05,285,92,1,1,1.0,0.925
2026-05,285,94,1,1,1.0,0.955
2026-05,285,96,2,2,1.0,0.965
2026-05,300,2,1,0,0.0,0.035
2026-05,300,4,2,0,0.0,0.05
2026-05,300,6,3,0,0.0,0.0683
2026-05,300,8,5,0,0.0,0.089
2026-05,300,10,3,0,0.0,0.105
2026-05,300,12,3,1,0.3333,0.1283
2026-05,300,14,6,0,0.0,0.1483
2026-05,300,16,2,0,0.0,0.17
2026-05,300,18,7,0,0.0,0.1921
2026-05,300,20,5,2,0.4,0.211
2026-05,300,22,7,2,0.2857,0.2307
2026-05,300,24,5,3,0.6,0.249
2026-05,300,26,6,1,0.1667,0.2717
2026-05,300,28,6,4,0.6667,0.29
2026-05,300,30,7,1,0.1429,0.3079
2026-05,300,32,7,2,0.2857,0.3293
2026-05,300,34,2,2,1.0,0.35
2026-05,300,36,7,5,0.7143,0.3657
2026-05,300,38,5,1,0.2,0.393
2026-05,300,40,8,4,0.5,0.4113
2026-05,300,42,10,3,0.3,0.434
2026-05,300,44,8,2,0.25,0.45
2026-05,300,46,11,4,0.3636,0.4695
2026-05,300,48,4,1,0.25,0.49
2026-05,300,50,7,4,0.5714,0.5093
2026-05,300,52,5,4,0.8,0.529
2026-05,300,54,5,2,0.4,0.549
2026-05,300,56,5,3,0.6,0.571
2026-05,300,58,5,4,0.8,0.591
2026-05,300,60,3,3,1.0,0.61
2026-05,300,62,5,3,0.6,0.629
2026-05,300,64,4,2,0.5,0.65
2026-05,300,66,3,2,0.6667,0.665
2026-05,300,68,8,6,0.75,0.6913
2026-05,300,70,12,7,0.5833,0.7108
2026-05,300,72,4,2,0.5,0.73
2026-05,300,74,6,5,0.8333,0.7517
2026-05,300,76,7,6,0.8571,0.7679
2026-05,300,78,6,6,1.0,0.7933
2026-05,300,80,6,5,0.8333,0.81
2026-05,300,82,5,4,0.8,0.833
2026-05,300,84,5,4,0.8,0.847
2026-05,300,86,6,6,1.0,0.8675
2026-05,300,88,1,1,1.0,0.885
2026-05,300,90,4,4,1.0,0.9075
2026-05,300,92,5,5,1.0,0.927
2026-05,300,94,1,1,1.0,0.955
2026-05,300,96,2,2,1.0,0.97
2026-05,315,2,1,0,0.0,0.035
2026-05,315,4,2,0,0.0,0.0425
2026-05,315,6,6,1,0.1667,0.0717
2026-05,315,8,5,0,0.0,0.087
2026-05,315,10,4,0,0.0,0.1125
2026-05,315,12,8,1,0.125,0.1338
2026-05,315,14,4,0,0.0,0.1438
2026-05,315,16,3,2,0.6667,0.1683
2026-05,315,18,3,0,0.0,0.1917
2026-05,315,20,6,2,0.3333,0.21
2026-05,315,22,3,1,0.3333,0.235
2026-05,315,24,6,2,0.3333,0.2483
2026-05,315,26,5,1,0.2,0.271
2026-05,315,28,7,1,0.1429,0.2921
2026-05,315,30,2,1,0.5,0.305
2026-05,315,32,11,5,0.4545,0.3295
2026-05,315,34,7,4,0.5714,0.3507
2026-05,315,36,6,2,0.3333,0.3733
2026-05,315,38,7,3,0.4286,0.3921
2026-05,315,40,8,5,0.625,0.4113
2026-05,315,42,8,3,0.375,0.4306
2026-05,315,44,5,2,0.4,0.45
2026-05,315,46,9,3,0.3333,0.47
2026-05,315,48,5,1,0.2,0.493
2026-05,315,50,10,6,0.6,0.511
2026-05,315,52,1,0,0.0,0.535
2026-05,315,54,3,0,0.0,0.5483
2026-05,315,56,7,6,0.8571,0.5714
2026-05,315,58,4,3,0.75,0.59
2026-05,315,60,1,0,0.0,0.615
2026-05,315,62,6,4,0.6667,0.6275
2026-05,315,64,5,2,0.4,0.653
2026-05,315,66,7,6,0.8571,0.67
2026-05,315,68,7,6,0.8571,0.6921
2026-05,315,70,9,4,0.4444,0.7094
2026-05,315,72,6,4,0.6667,0.7267
2026-05,315,74,3,3,1.0,0.755
2026-05,315,76,6,4,0.6667,0.7717
2026-05,315,78,3,3,1.0,0.7917
2026-05,315,80,7,6,0.8571,0.8064
2026-05,315,82,4,4,1.0,0.825
2026-05,315,84,7,5,0.7143,0.8493
2026-05,315,86,5,5,1.0,0.871
2026-05,315,88,5,5,1.0,0.889
2026-05,315,90,6,6,1.0,0.91
2026-05,315,92,3,3,1.0,0.9283
2026-05,315,96,4,4,1.0,0.97
2026-05,330,2,1,0,0.0,0.025
2026-05,330,4,1,0,0.0,0.055
2026-05,330,6,8,1,0.125,0.0688
2026-05,330,8,3,0,0.0,0.085
2026-05,330,10,7,0,0.0,0.1064
2026-05,330,12,5,0,0.0,0.131
2026-05,330,14,3,0,0.0,0.145
2026-05,330,16,2,0,0.0,0.17
2026-05,330,18,10,2,0.2,0.19
2026-05,330,20,4,2,0.5,0.2125
2026-05,330,22,5,1,0.2,0.227
2026-05,330,24,2,0,0.0,0.25
2026-05,330,26,3,1,0.3333,0.2733
2026-05,330,28,10,5,0.5,0.29
2026-05,330,30,8,3,0.375,0.3088
2026-05,330,32,4,2,0.5,0.3325
2026-05,330,34,7,3,0.4286,0.3493
2026-05,330,36,6,3,0.5,0.37
2026-05,330,38,4,1,0.25,0.3875
2026-05,330,40,6,2,0.3333,0.4067
2026-05,330,42,4,2,0.5,0.43
2026-05,330,44,5,2,0.4,0.449
2026-05,330,46,11,4,0.3636,0.4705
2026-05,330,48,2,0,0.0,0.49
2026-05,330,50,11,5,0.4545,0.51
2026-05,330,52,6,3,0.5,0.5283
2026-05,330,54,7,4,0.5714,0.5486
2026-05,330,56,6,5,0.8333,0.5683
2026-05,330,58,4,3,0.75,0.5875
2026-05,330,60,4,1,0.25,0.615
2026-05,330,62,3,2,0.6667,0.635
2026-05,330,64,6,3,0.5,0.6525
2026-05,330,66,6,6,1.0,0.6667
2026-05,330,68,2,2,1.0,0.69
2026-05,330,70,7,4,0.5714,0.7114
2026-05,330,72,8,5,0.625,0.7281
2026-05,330,74,6,4,0.6667,0.75
2026-05,330,76,6,4,0.6667,0.77
2026-05,330,78,6,5,0.8333,0.7883
2026-05,330,80,6,5,0.8333,0.8075
2026-05,330,82,3,3,1.0,0.8317
2026-05,330,84,4,4,1.0,0.8475
2026-05,330,86,7,7,1.0,0.8693
2026-05,330,88,4,3,0.75,0.8875
2026-05,330,90,5,5,1.0,0.909
2026-05,330,92,5,5,1.0,0.931
2026-05,330,94,2,2,1.0,0.945
2026-05,330,96,5,5,1.0,0.969
2026-05,345,0,1,0,0.0,0.015
2026-05,345,2,1,0,0.0,0.035
2026-05,345,4,1,0,0.0,0.045
2026-05,345,6,7,0,0.0,0.0736
2026-05,345,8,7,0,0.0,0.0879
2026-05,345,10,6,0,0.0,0.11
2026-05,345,12,5,1,0.2,0.131
2026-05,345,14,2,0,0.0,0.155
2026-05,345,16,7,2,0.2857,0.1707
2026-05,345,18,5,0,0.0,0.191
2026-05,345,20,6,3,0.5,0.2067
2026-05,345,22,2,1,0.5,0.23
2026-05,345,24,6,2,0.3333,0.25
2026-05,345,26,3,0,0.0,0.2667
2026-05,345,28,4,1,0.25,0.2925
2026-05,345,30,6,2,0.3333,0.3083
2026-05,345,32,6,2,0.3333,0.3283
2026-05,345,34,9,4,0.4444,0.3483
2026-05,345,36,7,4,0.5714,0.3693
2026-05,345,38,3,1,0.3333,0.3883
2026-05,345,40,6,2,0.3333,0.4067
2026-05,345,42,4,2,0.5,0.4263
2026-05,345,44,7,2,0.2857,0.4493
2026-05,345,46,6,4,0.6667,0.4717
2026-05,345,48,6,5,0.8333,0.4883
2026-05,345,50,6,3,0.5,0.5083
2026-05,345,52,7,4,0.5714,0.5307
2026-05,345,54,9,2,0.2222,0.5478
2026-05,345,56,3,3,1.0,0.5717
2026-05,345,58,6,3,0.5,0.5917
2026-05,345,60,1,0,0.0,0.605
2026-05,345,62,7,3,0.4286,0.6307
2026-05,345,64,5,3,0.6,0.649
2026-05,345,66,6,3,0.5,0.67
2026-05,345,68,4,2,0.5,0.6925
2026-05,345,70,5,3,0.6,0.711
2026-05,345,72,6,5,0.8333,0.725
2026-05,345,74,9,8,0.8889,0.7506
2026-05,345,76,3,3,1.0,0.775
2026-05,345,78,3,2,0.6667,0.7883
2026-05,345,80,8,7,0.875,0.8075
2026-05,345,82,5,5,1.0,0.828
2026-05,345,84,6,5,0.8333,0.85
2026-05,345,86,4,4,1.0,0.87
2026-05,345,88,7,7,1.0,0.8893
2026-05,345,90,4,3,0.75,0.9075
2026-05,345,92,6,6,1.0,0.9308
2026-05,345,94,3,3,1.0,0.945
2026-05,345,96,4,4,1.0,0.97
2026-05,360,0,1,0,0.0,0.015
2026-05,360,2,2,0,0.0,0.035
2026-05,360,6,5,0,0.0,0.073
2026-05,360,8,8,0,0.0,0.085
2026-05,360,10,8,0,0.0,0.1106
2026-05,360,12,6,0,0.0,0.13
2026-05,360,14,4,1,0.25,0.1525
2026-05,360,16,3,1,0.3333,0.165
2026-05,360,18,6,1,0.1667,0.1883
2026-05,360,20,8,2,0.25,0.2113
2026-05,360,22,4,1,0.25,0.2313
2026-05,360,24,4,2,0.5,0.25
2026-05,360,26,4,0,0.0,0.2725
2026-05,360,28,11,5,0.4545,0.2886
2026-05,360,30,2,1,0.5,0.315
2026-05,360,32,5,2,0.4,0.331
2026-05,360,34,5,1,0.2,0.351
2026-05,360,36,4,3,0.75,0.3675
2026-05,360,38,6,2,0.3333,0.39
